Hospital,Date,KPI,Value,Metric
Connolly Hospital,2022-04-01,% Within 6 Hours,0.295,75
Connolly Hospital,2022-04-01,% Within 9 Hours,0.504,75
Connolly Hospital,2022-04-01,% Within 24 Hours,0.998,75
Connolly Hospital,2022-04-01,# > 24 Hours,1,75
Connolly Hospital,2022-05-01,% Within 6 Hours,0.305,75
Connolly Hospital,2022-05-01,% Within 9 Hours,0.465,75
Connolly Hospital,2022-05-01,% Within 24 Hours,0.991,75
Connolly Hospital,2022-05-01,# > 24 Hours,5,75
Connolly Hospital,2022-06-01,% Within 6 Hours,0.279,75
Connolly Hospital,2022-06-01,% Within 9 Hours,0.43,75
Connolly Hospital,2022-06-01,% Within 24 Hours,0.97,75
Connolly Hospital,2022-06-01,# > 24 Hours,16,75
Connolly Hospital,2022-07-01,% Within 6 Hours,0.274,75
Connolly Hospital,2022-07-01,% Within 9 Hours,0.458,75
Connolly Hospital,2022-07-01,% Within 24 Hours,0.982,75
Connolly Hospital,2022-07-01,# > 24 Hours,11,75
Connolly Hospital,2022-08-01,% Within 6 Hours,0.28,75
Connolly Hospital,2022-08-01,% Within 9 Hours,0.455,75
Connolly Hospital,2022-08-01,% Within 24 Hours,0.975,75
Connolly Hospital,2022-08-01,# > 24 Hours,14,75
Connolly Hospital,2022-09-01,% Within 6 Hours,0.321,75
Connolly Hospital,2022-09-01,% Within 9 Hours,0.538,75
Connolly Hospital,2022-09-01,% Within 24 Hours,0.996,75
Connolly Hospital,2022-09-01,# > 24 Hours,2,75
Connolly Hospital,2022-10-01,% Within 6 Hours,0.313,75
Connolly Hospital,2022-10-01,% Within 9 Hours,0.52,75
Connolly Hospital,2022-10-01,% Within 24 Hours,1,75
Connolly Hospital,2022-10-01,# > 24 Hours,0,75
Connolly Hospital,2022-11-01,% Within 6 Hours,0.263,75
Connolly Hospital,2022-11-01,% Within 9 Hours,0.475,75
Connolly Hospital,2022-11-01,% Within 24 Hours,0.998,75
Connolly Hospital,2022-11-01,# > 24 Hours,1,75
Connolly Hospital,2022-12-01,% Within 6 Hours,0.214,75
Connolly Hospital,2022-12-01,% Within 9 Hours,0.374,75
Connolly Hospital,2022-12-01,% Within 24 Hours,0.938,75
Connolly Hospital,2022-12-01,# > 24 Hours,40,75
Connolly Hospital,2023-01-01,% Within 6 Hours,0.23,75
Connolly Hospital,2023-01-01,% Within 9 Hours,0.448,75
Connolly Hospital,2023-01-01,% Within 24 Hours,0.951,75
Connolly Hospital,2023-01-01,# > 24 Hours,26,75
Connolly Hospital,2023-02-01,% Within 6 Hours,0.279,75
Connolly Hospital,2023-02-01,% Within 9 Hours,0.556,75
Connolly Hospital,2023-02-01,% Within 24 Hours,1,75
Connolly Hospital,2023-02-01,# > 24 Hours,0,75
Connolly Hospital,2023-03-01,% Within 6 Hours,0.26,75
Connolly Hospital,2023-03-01,% Within 9 Hours,0.452,75
Connolly Hospital,2023-03-01,% Within 24 Hours,0.99,75
Connolly Hospital,2023-03-01,# > 24 Hours,6,75
Connolly Hospital,2023-04-01,% Within 6 Hours,0.302,75
Connolly Hospital,2023-04-01,% Within 9 Hours,0.514,75
Connolly Hospital,2023-04-01,% Within 24 Hours,0.99,75
Connolly Hospital,2023-04-01,# > 24 Hours,6,75
Connolly Hospital,2023-05-01,% Within 6 Hours,0.363,75
Connolly Hospital,2023-05-01,% Within 9 Hours,0.608,75
Connolly Hospital,2023-05-01,% Within 24 Hours,0.998,75
Connolly Hospital,2023-05-01,# > 24 Hours,1,75
Connolly Hospital,2023-06-01,% Within 6 Hours,0.323,75
Connolly Hospital,2023-06-01,% Within 9 Hours,0.526,75
Connolly Hospital,2023-06-01,% Within 24 Hours,1,75
Connolly Hospital,2023-06-01,# > 24 Hours,0,75
Connolly Hospital,2023-07-01,% Within 6 Hours,0.389,75
Connolly Hospital,2023-07-01,% Within 9 Hours,0.637,75
Connolly Hospital,2023-07-01,% Within 24 Hours,1,75
Connolly Hospital,2023-07-01,# > 24 Hours,0,75
Connolly Hospital,2023-08-01,% Within 6 Hours,0.305,75
Connolly Hospital,2023-08-01,% Within 9 Hours,0.533,75
Connolly Hospital,2023-08-01,% Within 24 Hours,0.997,75
Connolly Hospital,2023-08-01,# > 24 Hours,2,75
Connolly Hospital,2023-09-01,% Within 6 Hours,0.316,75
Connolly Hospital,2023-09-01,% Within 9 Hours,0.535,75
Connolly Hospital,2023-09-01,% Within 24 Hours,1,75
Connolly Hospital,2023-09-01,# > 24 Hours,0,75
Our Lady of Lourdes Hospital,2022-01-01,% Within 6 Hours,0.266,75
Our Lady of Lourdes Hospital,2022-01-01,% Within 9 Hours,0.453,75
Our Lady of Lourdes Hospital,2022-01-01,% Within 24 Hours,0.921,75
Our Lady of Lourdes Hospital,2022-01-01,# > 24 Hours,52,75
Our Lady of Lourdes Hospital,2022-02-01,% Within 6 Hours,0.233,75
Our Lady of Lourdes Hospital,2022-02-01,% Within 9 Hours,0.376,75
Our Lady of Lourdes Hospital,2022-02-01,% Within 24 Hours,0.89,75
Our Lady of Lourdes Hospital,2022-02-01,# > 24 Hours,69,75
Our Lady of Lourdes Hospital,2022-03-01,% Within 6 Hours,0.233,75
Our Lady of Lourdes Hospital,2022-03-01,% Within 9 Hours,0.391,75
Our Lady of Lourdes Hospital,2022-03-01,% Within 24 Hours,0.917,75
Our Lady of Lourdes Hospital,2022-03-01,# > 24 Hours,64,75
Our Lady of Lourdes Hospital,2022-04-01,% Within 6 Hours,0.303,75
Our Lady of Lourdes Hospital,2022-04-01,% Within 9 Hours,0.491,75
Our Lady of Lourdes Hospital,2022-04-01,% Within 24 Hours,0.985,75
Our Lady of Lourdes Hospital,2022-04-01,# > 24 Hours,11,75
Our Lady of Lourdes Hospital,2022-05-01,% Within 6 Hours,0.278,75
Our Lady of Lourdes Hospital,2022-05-01,% Within 9 Hours,0.422,75
Our Lady of Lourdes Hospital,2022-05-01,% Within 24 Hours,0.962,75
Our Lady of Lourdes Hospital,2022-05-01,# > 24 Hours,26,75
Our Lady of Lourdes Hospital,2022-06-01,% Within 6 Hours,0.263,75
Our Lady of Lourdes Hospital,2022-06-01,% Within 9 Hours,0.424,75
Our Lady of Lourdes Hospital,2022-06-01,% Within 24 Hours,0.918,75
Our Lady of Lourdes Hospital,2022-06-01,# > 24 Hours,61,75
Our Lady of Lourdes Hospital,2022-07-01,% Within 6 Hours,0.274,75
Our Lady of Lourdes Hospital,2022-07-01,% Within 9 Hours,0.445,75
Our Lady of Lourdes Hospital,2022-07-01,% Within 24 Hours,0.944,75
Our Lady of Lourdes Hospital,2022-07-01,# > 24 Hours,41,75
Our Lady of Lourdes Hospital,2022-08-01,% Within 6 Hours,0.282,75
Our Lady of Lourdes Hospital,2022-08-01,% Within 9 Hours,0.473,75
Our Lady of Lourdes Hospital,2022-08-01,% Within 24 Hours,0.975,75
Our Lady of Lourdes Hospital,2022-08-01,# > 24 Hours,18,75
Our Lady of Lourdes Hospital,2022-09-01,% Within 6 Hours,0.304,75
Our Lady of Lourdes Hospital,2022-09-01,% Within 9 Hours,0.478,75
Our Lady of Lourdes Hospital,2022-09-01,% Within 24 Hours,0.98,75
Our Lady of Lourdes Hospital,2022-09-01,# > 24 Hours,15,75
Our Lady of Lourdes Hospital,2022-10-01,% Within 6 Hours,0.232,75
Our Lady of Lourdes Hospital,2022-10-01,% Within 9 Hours,0.346,75
Our Lady of Lourdes Hospital,2022-10-01,% Within 24 Hours,0.897,75
Our Lady of Lourdes Hospital,2022-10-01,# > 24 Hours,81,75
Our Lady of Lourdes Hospital,2022-11-01,% Within 6 Hours,0.255,75
Our Lady of Lourdes Hospital,2022-11-01,% Within 9 Hours,0.394,75
Our Lady of Lourdes Hospital,2022-11-01,% Within 24 Hours,0.855,75
Our Lady of Lourdes Hospital,2022-11-01,# > 24 Hours,115,75
Our Lady of Lourdes Hospital,2022-12-01,% Within 6 Hours,0.205,75
Our Lady of Lourdes Hospital,2022-12-01,% Within 9 Hours,0.304,75
Our Lady of Lourdes Hospital,2022-12-01,% Within 24 Hours,0.733,75
Our Lady of Lourdes Hospital,2022-12-01,# > 24 Hours,208,75
Our Lady of Lourdes Hospital,2023-01-01,% Within 6 Hours,0.249,75
Our Lady of Lourdes Hospital,2023-01-01,% Within 9 Hours,0.37,75
Our Lady of Lourdes Hospital,2023-01-01,% Within 24 Hours,0.842,75
Our Lady of Lourdes Hospital,2023-01-01,# > 24 Hours,114,75
Our Lady of Lourdes Hospital,2023-02-01,% Within 6 Hours,0.259,75
Our Lady of Lourdes Hospital,2023-02-01,% Within 9 Hours,0.363,75
Our Lady of Lourdes Hospital,2023-02-01,% Within 24 Hours,0.854,75
Our Lady of Lourdes Hospital,2023-02-01,# > 24 Hours,98,75
Our Lady of Lourdes Hospital,2023-03-01,% Within 6 Hours,0.251,75
Our Lady of Lourdes Hospital,2023-03-01,% Within 9 Hours,0.4,75
Our Lady of Lourdes Hospital,2023-03-01,% Within 24 Hours,0.879,75
Our Lady of Lourdes Hospital,2023-03-01,# > 24 Hours,101,75
Our Lady of Lourdes Hospital,2023-04-01,% Within 6 Hours,0.303,75
Our Lady of Lourdes Hospital,2023-04-01,% Within 9 Hours,0.472,75
Our Lady of Lourdes Hospital,2023-04-01,% Within 24 Hours,0.929,75
Our Lady of Lourdes Hospital,2023-04-01,# > 24 Hours,56,75
Our Lady of Lourdes Hospital,2023-05-01,% Within 6 Hours,0.289,75
Our Lady of Lourdes Hospital,2023-05-01,% Within 9 Hours,0.419,75
Our Lady of Lourdes Hospital,2023-05-01,% Within 24 Hours,0.832,75
Our Lady of Lourdes Hospital,2023-05-01,# > 24 Hours,150,75
Our Lady of Lourdes Hospital,2023-06-01,% Within 6 Hours,0.317,75
Our Lady of Lourdes Hospital,2023-06-01,% Within 9 Hours,0.506,75
Our Lady of Lourdes Hospital,2023-06-01,% Within 24 Hours,0.974,75
Our Lady of Lourdes Hospital,2023-06-01,# > 24 Hours,21,75
Our Lady of Lourdes Hospital,2023-07-01,% Within 6 Hours,0.302,75
Our Lady of Lourdes Hospital,2023-07-01,% Within 9 Hours,0.52,75
Our Lady of Lourdes Hospital,2023-07-01,% Within 24 Hours,0.989,75
Our Lady of Lourdes Hospital,2023-07-01,# > 24 Hours,9,75
Our Lady of Lourdes Hospital,2023-08-01,% Within 6 Hours,0.264,75
Our Lady of Lourdes Hospital,2023-08-01,% Within 9 Hours,0.4,75
Our Lady of Lourdes Hospital,2023-08-01,% Within 24 Hours,0.948,75
Our Lady of Lourdes Hospital,2023-08-01,# > 24 Hours,44,75
Our Lady of Lourdes Hospital,2023-09-01,% Within 6 Hours,0.302,75
Our Lady of Lourdes Hospital,2023-09-01,% Within 9 Hours,0.445,75
Our Lady of Lourdes Hospital,2023-09-01,% Within 24 Hours,0.95,75
Our Lady of Lourdes Hospital,2023-09-01,# > 24 Hours,41,75
Galway University Hospitals,2022-01-01,% Within 6 Hours,0.36,75
Galway University Hospitals,2022-01-01,% Within 9 Hours,0.515,75
Galway University Hospitals,2022-01-01,% Within 24 Hours,0.813,75
Galway University Hospitals,2022-01-01,# > 24 Hours,146,75
Galway University Hospitals,2022-02-01,% Within 6 Hours,0.35,75
Galway University Hospitals,2022-02-01,% Within 9 Hours,0.511,75
Galway University Hospitals,2022-02-01,% Within 24 Hours,0.785,75
Galway University Hospitals,2022-02-01,# > 24 Hours,172,75
Galway University Hospitals,2022-03-01,% Within 6 Hours,0.362,75
Galway University Hospitals,2022-03-01,% Within 9 Hours,0.513,75
Galway University Hospitals,2022-03-01,% Within 24 Hours,0.803,75
Galway University Hospitals,2022-03-01,# > 24 Hours,171,75
Galway University Hospitals,2022-04-01,% Within 6 Hours,0.388,75
Galway University Hospitals,2022-04-01,% Within 9 Hours,0.511,75
Galway University Hospitals,2022-04-01,% Within 24 Hours,0.803,75
Galway University Hospitals,2022-04-01,# > 24 Hours,166,75
Galway University Hospitals,2022-05-01,% Within 6 Hours,0.391,75
Galway University Hospitals,2022-05-01,% Within 9 Hours,0.539,75
Galway University Hospitals,2022-05-01,% Within 24 Hours,0.83,75
Galway University Hospitals,2022-05-01,# > 24 Hours,167,75
Galway University Hospitals,2022-06-01,% Within 6 Hours,0.351,75
Galway University Hospitals,2022-06-01,% Within 9 Hours,0.529,75
Galway University Hospitals,2022-06-01,% Within 24 Hours,0.83,75
Galway University Hospitals,2022-06-01,# > 24 Hours,159,75
Galway University Hospitals,2022-07-01,% Within 6 Hours,0.325,75
Galway University Hospitals,2022-07-01,% Within 9 Hours,0.473,75
Galway University Hospitals,2022-07-01,% Within 24 Hours,0.764,75
Galway University Hospitals,2022-07-01,# > 24 Hours,215,75
Galway University Hospitals,2022-08-01,% Within 6 Hours,0.297,75
Galway University Hospitals,2022-08-01,% Within 9 Hours,0.486,75
Galway University Hospitals,2022-08-01,% Within 24 Hours,0.787,75
Galway University Hospitals,2022-08-01,# > 24 Hours,194,75
Galway University Hospitals,2022-09-01,% Within 6 Hours,0.33,75
Galway University Hospitals,2022-09-01,% Within 9 Hours,0.527,75
Galway University Hospitals,2022-09-01,% Within 24 Hours,0.813,75
Galway University Hospitals,2022-09-01,# > 24 Hours,150,75
Galway University Hospitals,2022-10-01,% Within 6 Hours,0.278,75
Galway University Hospitals,2022-10-01,% Within 9 Hours,0.424,75
Galway University Hospitals,2022-10-01,% Within 24 Hours,0.789,75
Galway University Hospitals,2022-10-01,# > 24 Hours,173,75
Galway University Hospitals,2022-11-01,% Within 6 Hours,0.299,75
Galway University Hospitals,2022-11-01,% Within 9 Hours,0.475,75
Galway University Hospitals,2022-11-01,% Within 24 Hours,0.818,75
Galway University Hospitals,2022-11-01,# > 24 Hours,143,75
Galway University Hospitals,2022-12-01,% Within 6 Hours,0.241,75
Galway University Hospitals,2022-12-01,% Within 9 Hours,0.398,75
Galway University Hospitals,2022-12-01,% Within 24 Hours,0.736,75
Galway University Hospitals,2022-12-01,# > 24 Hours,233,75
Galway University Hospitals,2023-01-01,% Within 6 Hours,0.284,75
Galway University Hospitals,2023-01-01,% Within 9 Hours,0.427,75
Galway University Hospitals,2023-01-01,% Within 24 Hours,0.823,75
Galway University Hospitals,2023-01-01,# > 24 Hours,139,75
Galway University Hospitals,2023-02-01,% Within 6 Hours,0.287,75
Galway University Hospitals,2023-02-01,% Within 9 Hours,0.449,75
Galway University Hospitals,2023-02-01,% Within 24 Hours,0.82,75
Galway University Hospitals,2023-02-01,# > 24 Hours,145,75
Galway University Hospitals,2023-03-01,% Within 6 Hours,0.226,75
Galway University Hospitals,2023-03-01,% Within 9 Hours,0.365,75
Galway University Hospitals,2023-03-01,% Within 24 Hours,0.746,75
Galway University Hospitals,2023-03-01,# > 24 Hours,229,75
Galway University Hospitals,2023-04-01,% Within 6 Hours,0.203,75
Galway University Hospitals,2023-04-01,% Within 9 Hours,0.364,75
Galway University Hospitals,2023-04-01,% Within 24 Hours,0.747,75
Galway University Hospitals,2023-04-01,# > 24 Hours,206,75
Galway University Hospitals,2023-05-01,% Within 6 Hours,0.265,75
Galway University Hospitals,2023-05-01,% Within 9 Hours,0.428,75
Galway University Hospitals,2023-05-01,% Within 24 Hours,0.812,75
Galway University Hospitals,2023-05-01,# > 24 Hours,178,75
Galway University Hospitals,2023-06-01,% Within 6 Hours,0.288,75
Galway University Hospitals,2023-06-01,% Within 9 Hours,0.454,75
Galway University Hospitals,2023-06-01,% Within 24 Hours,0.869,75
Galway University Hospitals,2023-06-01,# > 24 Hours,116,75
Galway University Hospitals,2023-07-01,% Within 6 Hours,0.294,75
Galway University Hospitals,2023-07-01,% Within 9 Hours,0.47,75
Galway University Hospitals,2023-07-01,% Within 24 Hours,0.92,75
Galway University Hospitals,2023-07-01,# > 24 Hours,73,75
Galway University Hospitals,2023-08-01,% Within 6 Hours,0.27,75
Galway University Hospitals,2023-08-01,% Within 9 Hours,0.453,75
Galway University Hospitals,2023-08-01,% Within 24 Hours,0.84,75
Galway University Hospitals,2023-08-01,# > 24 Hours,153,75
Galway University Hospitals,2023-09-01,% Within 6 Hours,0.317,75
Galway University Hospitals,2023-09-01,% Within 9 Hours,0.504,75
Galway University Hospitals,2023-09-01,% Within 24 Hours,0.888,75
Galway University Hospitals,2023-09-01,# > 24 Hours,103,75
Letterkenny University Hospital,2022-01-01,% Within 6 Hours,0.504,75
Letterkenny University Hospital,2022-01-01,% Within 9 Hours,0.643,75
Letterkenny University Hospital,2022-01-01,% Within 24 Hours,0.97,75
Letterkenny University Hospital,2022-01-01,# > 24 Hours,16,75
Letterkenny University Hospital,2022-02-01,% Within 6 Hours,0.547,75
Letterkenny University Hospital,2022-02-01,% Within 9 Hours,0.672,75
Letterkenny University Hospital,2022-02-01,% Within 24 Hours,0.941,75
Letterkenny University Hospital,2022-02-01,# > 24 Hours,33,75
Letterkenny University Hospital,2022-03-01,% Within 6 Hours,0.523,75
Letterkenny University Hospital,2022-03-01,% Within 9 Hours,0.642,75
Letterkenny University Hospital,2022-03-01,% Within 24 Hours,0.92,75
Letterkenny University Hospital,2022-03-01,# > 24 Hours,52,75
Letterkenny University Hospital,2022-04-01,% Within 6 Hours,0.488,75
Letterkenny University Hospital,2022-04-01,% Within 9 Hours,0.678,75
Letterkenny University Hospital,2022-04-01,% Within 24 Hours,0.987,75
Letterkenny University Hospital,2022-04-01,# > 24 Hours,8,75
Letterkenny University Hospital,2022-05-01,% Within 6 Hours,0.536,75
Letterkenny University Hospital,2022-05-01,% Within 9 Hours,0.707,75
Letterkenny University Hospital,2022-05-01,% Within 24 Hours,0.987,75
Letterkenny University Hospital,2022-05-01,# > 24 Hours,8,75
Letterkenny University Hospital,2022-06-01,% Within 6 Hours,0.537,75
Letterkenny University Hospital,2022-06-01,% Within 9 Hours,0.677,75
Letterkenny University Hospital,2022-06-01,% Within 24 Hours,0.966,75
Letterkenny University Hospital,2022-06-01,# > 24 Hours,22,75
Letterkenny University Hospital,2022-07-01,% Within 6 Hours,0.537,75
Letterkenny University Hospital,2022-07-01,% Within 9 Hours,0.669,75
Letterkenny University Hospital,2022-07-01,% Within 24 Hours,0.952,75
Letterkenny University Hospital,2022-07-01,# > 24 Hours,32,75
Letterkenny University Hospital,2022-08-01,% Within 6 Hours,0.534,75
Letterkenny University Hospital,2022-08-01,% Within 9 Hours,0.695,75
Letterkenny University Hospital,2022-08-01,% Within 24 Hours,0.957,75
Letterkenny University Hospital,2022-08-01,# > 24 Hours,29,75
Letterkenny University Hospital,2022-09-01,% Within 6 Hours,0.513,75
Letterkenny University Hospital,2022-09-01,% Within 9 Hours,0.652,75
Letterkenny University Hospital,2022-09-01,% Within 24 Hours,0.941,75
Letterkenny University Hospital,2022-09-01,# > 24 Hours,38,75
Letterkenny University Hospital,2022-10-01,% Within 6 Hours,0.54,75
Letterkenny University Hospital,2022-10-01,% Within 9 Hours,0.649,75
Letterkenny University Hospital,2022-10-01,% Within 24 Hours,0.939,75
Letterkenny University Hospital,2022-10-01,# > 24 Hours,40,75
Letterkenny University Hospital,2022-11-01,% Within 6 Hours,0.546,75
Letterkenny University Hospital,2022-11-01,% Within 9 Hours,0.653,75
Letterkenny University Hospital,2022-11-01,% Within 24 Hours,0.889,75
Letterkenny University Hospital,2022-11-01,# > 24 Hours,74,75
Letterkenny University Hospital,2022-12-01,% Within 6 Hours,0.547,75
Letterkenny University Hospital,2022-12-01,% Within 9 Hours,0.666,75
Letterkenny University Hospital,2022-12-01,% Within 24 Hours,0.944,75
Letterkenny University Hospital,2022-12-01,# > 24 Hours,36,75
Letterkenny University Hospital,2023-01-01,% Within 6 Hours,0.516,75
Letterkenny University Hospital,2023-01-01,% Within 9 Hours,0.645,75
Letterkenny University Hospital,2023-01-01,% Within 24 Hours,0.929,75
Letterkenny University Hospital,2023-01-01,# > 24 Hours,42,75
Letterkenny University Hospital,2023-02-01,% Within 6 Hours,0.368,75
Letterkenny University Hospital,2023-02-01,% Within 9 Hours,0.502,75
Letterkenny University Hospital,2023-02-01,% Within 24 Hours,0.91,75
Letterkenny University Hospital,2023-02-01,# > 24 Hours,56,75
Letterkenny University Hospital,2023-03-01,% Within 6 Hours,0.196,75
Letterkenny University Hospital,2023-03-01,% Within 9 Hours,0.343,75
Letterkenny University Hospital,2023-03-01,% Within 24 Hours,0.895,75
Letterkenny University Hospital,2023-03-01,# > 24 Hours,72,75
Letterkenny University Hospital,2023-04-01,% Within 6 Hours,0.229,75
Letterkenny University Hospital,2023-04-01,% Within 9 Hours,0.425,75
Letterkenny University Hospital,2023-04-01,% Within 24 Hours,0.944,75
Letterkenny University Hospital,2023-04-01,# > 24 Hours,36,75
Letterkenny University Hospital,2023-05-01,% Within 6 Hours,0.244,75
Letterkenny University Hospital,2023-05-01,% Within 9 Hours,0.446,75
Letterkenny University Hospital,2023-05-01,% Within 24 Hours,0.952,75
Letterkenny University Hospital,2023-05-01,# > 24 Hours,32,75
Letterkenny University Hospital,2023-06-01,% Within 6 Hours,0.254,75
Letterkenny University Hospital,2023-06-01,% Within 9 Hours,0.455,75
Letterkenny University Hospital,2023-06-01,% Within 24 Hours,0.954,75
Letterkenny University Hospital,2023-06-01,# > 24 Hours,33,75
Letterkenny University Hospital,2023-07-01,% Within 6 Hours,0.212,75
Letterkenny University Hospital,2023-07-01,% Within 9 Hours,0.423,75
Letterkenny University Hospital,2023-07-01,% Within 24 Hours,0.946,75
Letterkenny University Hospital,2023-07-01,# > 24 Hours,38,75
